Place FIPS,"Unincorporated, Non-Place FIPS",Geography Name,County FIPS,County Name,Total Population,Population Density (Per Sq. Mile),Area (Land),SE:A01001. Age,Under 5 Years,5 to 9 Years,10 to 14 Years,15 to 17 Years,18 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 64 Years,65 to 74 Years,75 to 84 Years,85 Years and Over,SE:A03001. Race,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,SE:B04001. Hispanic or Latino ,Not Hispanic or Latino:,Hispanic or Latino,SE:A12001. Educational Attainment for Population 25 Years and Over,Population 25 Years and Over:,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,SE:B12001. Educational Attainment for Population 25 Years and Over (Collapsed Version),Population 25 Years and Over:.1,Less than High School.1,High School Diploma,Bachelor's Degree or Better,SE:A14001. Household Income (In 2020 Inflation Adjusted Dollars),Households:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or More",SE:A14006. Median Household Income (In 2020 Inflation Adjusted Dollars),Median Household Income (In 2020 Inflation Adjusted Dollars),SE:A14015. Median Household Income by Tenure (In 2020 Inflation Adjusted Dollars),Median Household Income Occupied Housing Units:,Owner Occupied,Renter Occupied,SE:A14024. Per Capita Income (In 2020 Inflation Adjusted Dollars),Per Capita Income (In 2020 Inflation Adjusted Dollars),SE:A10060. Tenure,Occupied Housing Units:,Owner Occupied.1,Renter Occupied.1,SE:B10060. White vs Non-White Homeowners,Owner Occupied Housing Units:,"White Alone, Not Hispanic or Latino Homeowners ",Non-White Homeowners,SE:A10035. House Value for All Owner-Occupied Housing Units,Owner-Occupied Housing Units:,"Less than $20,000","$20,000 to $49,999","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $299,999","$300,000 to $499,999","$500,000 to $749,999","$750,000 to $999,999","$1,000,000 or More",SE:A13003A. Poverty Status in 2020 for Children Under 18,Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Living in Poverty,At or Above Poverty Level,SE:A13003B. Poverty Status in 2020 for Population Age 18 to 64,Population Age 18 to 64 for Whom Poverty Status  Is Determined:,Living in Poverty.1,At or Above Poverty Level.1,SE:A13003C. Poverty Status in 2020 for Population Age 65 and Over,Population Age 65 and Over for Whom Poverty  Status Is Determined:,Living in Poverty.2,At or Above Poverty Level.2,Rural Capacity (Headwaters Index),Social Vulnerability (CDC Index),Percent of Land in 500-Year Floodplain,Percent of Land in 100-Year Floodplain,Total Percent of Land at Some Level of Flood Risk
3722040,,Everetts town,117,Martin,136,276,0.49, ,19,0,7,0,27,26,8,21,15,2,6,5,,98,7,0,0,0,14,17, ,105,31, ,83,19,38,15,7,4,0,0, ,83,19,53,11, ,49,4,14,2,0,0,0,8,3,0,4,5,0,4,4,1,0, ,"$36,406 ", ,"$36,406 ","$53,750 ",, ,"$21,657 ", ,49,14,35, ,14,13,1, ,14,0,1,10,2,1,0,0,0,0, ,26,7,19, ,97,25,72, ,13,0,13,39.0,0.48500002,,,
3722080,,Evergreen CDP,47,Columbus,125,32.6,3.84, ,0,0,0,0,8,0,0,8,40,10,31,28,,96,29,0,0,0,0,0, ,125,0, ,117,18,31,68,0,0,0,0, ,117,18,99,0, ,60,10,0,31,0,0,0,0,9,0,10,0,0,0,0,0,0, ,, ,,,, ,"$10,865 ", ,60,60,0, ,60,50,10, ,60,10,10,31,9,0,0,0,0,0, ,0,0,0, ,56,19,37, ,69,10,59,,0.8607,0.0,5.039709938,5.039709938
3722240,,Fair Bluff town,47,Columbus,585,249.3,2.35, ,3,12,21,6,21,101,82,79,77,133,36,14,,222,345,18,0,0,0,0, ,578,7, ,522,102,205,132,71,10,2,0, ,522,102,337,83, ,277,58,17,45,38,32,20,3,5,3,3,11,18,16,4,0,4, ,"$22,434 ", ,"$22,434 ","$27,981 ",, ,"$17,783 ", ,277,189,88, ,189,100,89, ,189,13,76,58,3,32,4,3,0,0, ,42,14,28, ,360,122,238, ,183,45,138,51.0,0.68606589,14.25904037,55.70033505,69.95937542
3722280,,Fairfield CDP,95,Hyde,164,23.3,7.04, ,0,0,0,9,0,0,0,22,33,73,27,0,,24,140,0,0,0,0,0, ,164,0, ,155,30,104,21,0,0,0,0, ,155,30,125,0, ,95,0,0,30,0,22,22,0,0,0,0,21,0,0,0,0,0, ,"$29,408 ", ,"$29,408 ","$29,408 ",, ,"$16,653 ", ,95,95,0, ,95,24,71, ,95,22,0,30,19,24,0,0,0,0, ,9,0,9, ,55,0,55, ,100,0,100,,0.81300001,0.0,99.99999918,99.99999918
3722305,,Fairfield Harbour CDP,49,Craven,"2,803",973.8,2.88, ,22,119,55,39,241,147,113,302,459,668,486,152,,"2,355",162,23,31,0,33,199, ,"2,622",181, ,"2,327",197,263,958,599,250,53,7, ,"2,327",197,"1,221",909, ,"1,327",79,21,25,58,30,46,72,28,83,143,164,263,159,44,75,37, ,"$67,936 ", ,"$67,936 ","$68,438 ","$63,750 ", ,"$35,699 ", ,"1,327","1,150",177, ,"1,150","1,015",135, ,"1,150",11,0,88,148,659,236,8,0,0, ,235,0,235, ,"1,262",127,"1,135", ,"1,306",46,"1,260",63.0,0.22064179,8.8583277,78.9576402,87.8159679
3722360,,Fairmont town,155,Robeson,"2,622",956.8,2.74, ,120,161,158,77,198,228,219,343,464,334,256,64,,690,"1,555",349,0,0,0,28, ,"2,588",34, ,"1,908",296,800,511,165,125,11,0, ,"1,908",296,"1,311",301, ,"1,013",170,110,72,75,79,83,27,23,30,56,78,113,58,29,5,5, ,"$30,022 ", ,"$30,022 ","$47,014 ","$17,500 ", ,"$18,862 ", ,"1,013",543,470, ,543,229,314, ,543,25,71,207,148,70,22,0,0,0, ,514,347,167, ,"1,452",400,"1,052", ,654,129,525,64.0,0.8444651,0.799236613,10.10711006,10.90634667
3722380,,Fairplains CDP,193,Wilkes,"1,757",417.7,4.21, ,63,65,56,67,135,44,240,260,302,374,90,61,,"1,340",175,0,53,0,139,50, ,"1,525",232, ,"1,371",301,531,331,153,20,35,0, ,"1,371",301,862,208, ,814,95,34,124,39,16,18,45,88,74,47,68,126,31,0,0,9, ,"$41,184 ", ,"$41,184 ","$43,646 ",, ,"$20,860 ", ,814,527,287, ,527,439,88, ,527,31,15,171,215,46,37,12,0,0, ,232,82,150, ,981,239,742, ,525,63,462,56.0,0.85479821,0.0,1.48454802,1.48454802
3722440,,Fairview CDP,21,Buncombe,"2,741",440.4,6.22, ,197,134,294,54,94,625,233,124,463,302,148,73,,"2,543",0,0,0,0,198,0, ,"2,543",198, ,"1,968",127,518,679,329,214,90,11, ,"1,968",127,"1,197",644, ,937,62,28,36,15,15,108,75,15,38,98,56,114,114,31,0,132, ,"$58,966 ", ,"$58,966 ","$73,988 ","$35,750 ", ,"$36,332 ", ,937,799,138, ,799,799,0, ,799,0,0,91,122,211,323,30,22,0, ,638,27,611, ,"1,539",169,"1,370", ,523,60,463,6.0,0.21845215,0.0,3.66220745,3.66220745
3722500,,Fairview town,179,Union,"3,849",128.4,29.98, ,91,182,329,302,512,222,311,519,709,384,222,66,,"3,781",12,7,0,0,49,0, ,"3,716",133, ,"2,433",251,618,745,703,89,27,0, ,"2,433",251,"1,363",819, ,"1,332",44,45,64,56,31,38,10,97,32,85,137,119,170,18,151,235, ,"$76,824 ", ,"$76,824 ","$97,375 ","$41,921 ", ,"$43,269 ", ,"1,332","1,149",183, ,"1,149","1,120",29, ,"1,149",8,21,138,183,428,241,130,0,0, ,904,11,893, ,"2,273",74,"2,199", ,672,81,591,,0.1021563,0.644964485,10.26593494,10.91089942
3722560,,Faison town,61,Duplin,"1,182","1,392.40",0.85, ,21,137,161,43,89,117,146,164,113,125,42,24,,819,146,10,0,0,162,45, ,612,570, ,731,269,130,212,95,19,3,3, ,731,269,342,120, ,338,60,20,13,17,3,25,23,31,13,21,34,51,17,6,2,2, ,"$41,429 ", ,"$41,429 ","$60,500 ","$16,250 ", ,"$15,673 ", ,338,196,142, ,196,123,73, ,196,14,25,80,47,25,2,3,0,0, ,362,174,188, ,629,152,477, ,191,16,175,,0.97316949,0.0,1.291960272,1.291960272
3722600,,Faith town,159,Rowan,"1,053","1,004.60",1.05, ,75,45,58,33,59,93,239,232,116,56,47,0,,"1,024",27,0,2,0,0,0, ,"1,051",2, ,783,51,356,169,145,56,6,0, ,783,51,525,207, ,399,0,0,8,3,35,16,5,2,7,18,32,68,27,6,162,10, ,"$103,417 ", ,"$103,417 ","$144,167 ","$49,464 ", ,"$39,121 ", ,399,346,53, ,346,333,13, ,346,1,0,12,38,225,70,0,0,0, ,211,0,211, ,739,4,735, ,103,0,103,62.0,0.37647916,0.0,3.433604115,3.433604115
3722620,,Falcon town,"51, 163","Cumberland, Sampson",222,157.6,1.41, ,5,10,16,65,6,20,26,19,16,11,26,2,,185,12,0,0,0,6,19, ,209,13, ,120,7,51,27,30,5,0,0, ,120,7,78,35, ,56,3,0,3,5,6,0,0,4,4,2,4,11,4,6,4,0, ,"$60,625 ", ,"$60,625 ","$60,313 ",, ,"$18,965 ", ,56,45,11, ,45,45,0, ,45,0,0,10,15,20,0,0,0,0, ,25,0,25, ,87,4,83, ,39,5,34,,0.34475552,0.0,18.31745537,18.31745537
